dx,dy,dz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
-1.2650784651402347e-05,5.346762099885646e-06,1.0099696884646736e-06,200.192248771092,0.09220246803563935,0.019093823292848273,0.09220246803563935,199.48606239259786,-0.18668872943395926,0.019093823292848273,-0.18668872943395926,199.44997117357883,70.26813514268868,13.004669315326295,-0.6057771864922528,13.004669315326295,93.73290360804575,8.653517084804312,-0.6057771864922528,8.653517084804312,15.88084582406045
-1.5286830293281817e-05,6.479229179192007e-06,1.224672521213388e-06,200.21149563400658,0.10139182543947048,0.020986563310529976,0.10139182543947048,199.43465047444033,-0.2052965008807349,0.020986563310529976,-0.2052965008807349,199.3953202321585,70.26175556502967,12.997831348376792,-0.6006084962329244,12.997831348376792,93.71513732017519,8.65670319511819,-0.6006084962329244,8.65670319511819,15.880168576201948
-1.8168073474544855e-05,7.722289371948504e-06,1.4605697030711795e-06,200.23074649945968,0.11057553078877676,0.022876270690639418,0.11057553078877676,199.38323526033406,-0.22389311436239157,0.022876270690639418,-0.22389311436239157,199.3407334472759,70.25536866854863,12.990986945390738,-0.5954346736182744,12.990986945390738,93.69735330682967,8.6598916672095,-0.5954346736182744,8.6598916672095,15.87949220195538
-2.129350245805295e-05,9.076416034709662e-06,1.7177921949884656e-06,200.25000136871387,0.11975357510951644,0.024762943761394044,0.11975357510951644,199.3318167516325,-0.24247855774347246,0.024762943761394044,-0.24247855774347246,199.28621086039533,70.24897444949697,12.984136107842765,-0.5902557186912559,12.984136107842765,93.67955156685218,8.663082498720916,-0.5902557186912559,8.663082498720916,15.878816706881583
-2.4662107222850338e-05,1.0542081717631529e-05,1.9964712114073357e-06,200.26926024302784,0.12892594942027197,0.026646580856881624,0.12892594942027197,199.2803949496916,-0.2610528188932858,0.026646580856881624,-0.2610528188932858,199.23175251287608,70.24257290413611,12.977278837231877,-0.5850716315104597,12.977278837231877,93.66173209913107,8.66627568728377,-0.5850716315104597,8.66627568728377,15.878142096554823
-2.8272879465052192e-05,1.211975816320891e-05,2.296738220428085e-06,200.28852312365635,0.13809264473225724,0.028527180317079768,0.13809264473225724,199.22896985586985,-0.2796158856859507,0.028527180317079768,-0.2796158856859507,199.1773584459725,70.23616402873765,12.970415135081497,-0.5798824121501371,12.970415135081497,93.64389490260041,8.669471230518065,-0.5798824121501371,8.669471230518065,15.8774683765628
-3.212481259917688e-05,1.3809916305001038e-05,2.6187249439896254e-06,200.30779001185005,0.1472536520493246,0.03040474048787542,0.1472536520493246,199.17754147152826,-0.2981677460004436,0.03040474048787542,-0.2981677460004436,199.12302870083315,70.2297478195832,12.963545002939506,-0.5746880607002374,12.963545002939506,93.62603997623968,8.672669126032439,-0.5746880607002374,8.672669126032439,15.87679555250664
-3.621690175914516e-05,1.561302626634571e-05,2.9625633580498967e-06,200.3270609088557,0.15640896236797222,0.03227925972108439,0.15640896236797222,199.1261097980304,-0.3167083877206443,0.03227925972108439,-0.3167083877206443,199.06876331850083,70.22332427296456,12.95666844237832,-0.5694885772664495,12.95666844237832,93.60816731907435,8.675869371424199,-0.5694885772664495,8.675869371424199,15.876123630000935
-4.0548143799390424e-05,1.7529557359061865e-05,3.3283856927246447e-06,200.34633581591623,0.1655585666773512,0.03415073637447087,0.1655585666773512,199.07467483674245,-0.3352377987353822,0.03415073637447087,-0.3352377987353822,199.0145623399119,70.21689338518372,12.949785454994897,-0.5642839619702148,12.949785454994897,93.5902769301755,8.679071964279292,-0.5642839619702148,8.679071964279292,15.875452614673724
-4.5117537296079924e-05,1.95599780821406e-05,3.71632443248171e-06,200.3656147342702,0.17470245595927283,0.036019168811766984,0.17470245595927283,199.0232365890331,-0.3537559669384827,0.036019168811766984,-0.3537559669384827,198.96042580589625,70.21045515255281,12.94289604241081,-0.5590742149487692,12.94289604241081,93.57236880866017,8.682276902172315,-0.5590742149487692,8.682276902172315,15.874782512166506
-4.992408254800296e-05,2.170475612042467e-05,4.126512316265929e-06,200.38489766515247,0.18384062118821615,0.03788455540269232,0.18384062118821615,198.9717950562737,-0.37226288022881393,0.03788455540269232,-0.37226288022881393,198.90635375717662,70.20400957139424,12.936000206272299,-0.5538593363551788,12.936000206272299,93.55444295369124,8.685484182666507,-0.5538593363551788,8.685484182666507,15.87411332813427
-5.496678157812518e-05,2.3964358343276357e-05,4.559082337693421e-06,200.40418460979367,0.1929730533313351,0.03974689452297348,0.1929730533313351,198.9203502398382,-0.3907585265103325,0.03974689452297348,-0.3907585265103325,198.8523462343684,70.19755663804062,12.929097948250309,-0.5486393263583704,12.929097948250309,93.53649936447782,8.68869380331375,-0.5486393263583704,8.68869380331375,15.873445068245486
-6.0244638134254735e-05,2.6339250803233833e-05,5.014167745148734e-06,200.42347556942045,0.20209974334846598,0.04160618455436365,0.20209974334846598,198.8689021411032,-0.4092428936921304,0.04160618455436365,-0.4092428936921304,198.7984032779793,70.19109634883492,12.92218927004054,-0.5434141851431581,12.92218927004054,93.5185380402749,8.691905761654562,-0.5434141851431581,8.691905761654562,15.872777738182105
-6.57566576907076e-05,2.8829898734655983e-05,5.49190204195138e-06,200.4427705452554,0.2112206821921351,0.04346242388466217,0.2112206821921351,198.817450761448,-0.4277159696884818,0.04346242388466217,-0.4277159696884818,198.74452492840885,70.18462870013035,12.915274173363498,-0.5381839129102843,12.915274173363498,93.50055898038377,8.695120055218089,-0.5381839129102843,8.695120055218089,15.872111343639576
-7.15018474489737e-05,3.143676655235558e-05,5.992418986466852e-06,200.46206953851706,0.22033586080756606,0.04531561090773408,0.22033586080756606,198.76599610225435,-0.446177742418889,0.04531561090773408,-0.446177742418889,198.69071122594812,70.17815368829041,12.908352659964525,-0.5329485098764408,12.908352659964525,93.48256218415187,8.698336681522115,-0.5329485098764408,8.698336681522115,15.871445890326852
-7.747921633927124e-05,3.4160317850220995e-05,6.515852592259286e-06,200.48137255041976,0.2294452701326874,0.047165744023529715,0.2294452701326874,198.71453816490694,-0.46462819980812964,0.047165744023529715,-0.46462819980812964,198.63696221077936,70.17167130968915,12.901424731613895,-0.5277079762743155,12.901424731613895,93.4645476509731,8.70155563807306,-0.5277079762743155,8.70155563807306,15.870781383966422
-8.368777502165692e-05,3.700101539982627e-05,7.0623371281886005e-06,200.50067958217392,0.2385489010981403,0.0490128216381043,0.2385489010981403,198.66307695079306,-0.4830673297863032,0.0490128216381043,-0.4830673297863032,198.58327792297567,70.16518156071086,12.8944903901068,-0.5224623123526033,12.8944903901068,93.44651538028774,8.704776922365973,-0.5224623123526033,8.704776922365973,15.870117830294287
-9.012653588724717e-05,3.995932114902969e-05,7.632007118563156e-06,200.51999063498565,0.24764674462728622,0.05085684216363751,0.24764674462728622,198.61161246130268,-0.5014951202888774,0.05085684216363751,-0.5014951202888774,198.5296584025004,70.15868443775028,12.887549637263453,-0.517211518376072,12.887549637263453,93.4284653715824,8.708000531884508,-0.517211518376072,8.708000531884508,15.869455235059965
-9.679451305921738e-05,4.303569622056076e-05,8.22499734320914e-06,200.53930571005696,0.25673879163621444,0.052697804018453136,0.25673879163621444,198.56014469782855,-0.5199115592567359,0.052697804018453136,-0.5199115592567359,198.47610368920718,70.15217993721262,12.880602474929082,-0.5119555946255524,12.880602474929082,93.41039762439036,8.711226464100966,-0.5119555946255524,8.711226464100966,15.868793604026521
-0.00010369072239424515,4.623060091059563e-05,8.84144283759547e-06,200.55862480858588,0.26582503303374994,0.05453570562703861,0.26582503303374994,198.50867366176612,-0.5383166346362243,0.05453570562703861,-0.5383166346362243,198.4226138228392,70.14566805551358,12.87364890497404,-0.5066945413980035,12.87364890497404,93.39231213829156,8.714454716476261,-0.5066945413980035,8.714454716476261,15.868132942970583
-0.00011081418148384259,4.954449468732095e-05,9.481478892930939e-06,200.5779479317661,0.2749054597214612,0.05637054542006468,0.2749054597214612,198.4571993545137,-0.5567103343791973,0.05637054542006468,-0.5567103343791973,198.36918884302906,70.13914878907934,12.866688929293787,-0.5014283590065228,12.866688929293787,93.37420891291247,8.717685286459927,-0.5014283590065228,8.717685286459927,15.867473257682299
-0.00011816390965524448,5.297783618948623e-05,1.0145241056261356e-05,200.59727508078717,0.2839800625936679,0.05820232183440499,0.2839800625936679,198.40572177747225,-0.5750926464430658,0.05820232183440499,-0.5750926464430658,198.31582878929837,70.13262213434668,12.859722549809,-0.4961570477803972,12.859722549809,93.35608794792654,8.720918171490121,-0.4961570477803972,8.720918171490121,15.866814553965417
-0.0001257389279729626,5.653108322494454e-05,1.0832865130538938e-05,200.6166062568346,0.2930488325374493,0.06003103331315573,0.2930488325374493,198.3542409320456,-0.5934635587908438,0.06003103331315573,-0.5934635587908438,198.26253370105718,70.12608808776278,12.852749768465557,-0.490880608065115,12.852749768465557,93.33794924305391,8.724153368993612,-0.490880608065115,8.724153368993612,15.86615683763722
-0.00013353825923989593,6.0204692769181764e-05,1.1544487174733331e-05,200.63594146108943,0.3021117604326512,0.061856678305655215,0.3021117604326512,198.3027568196405,-0.6118230593911955,0.061856678305655215,-0.6118230593911955,198.20930361760395,70.11954664578563,12.84577058723465,-0.4855990402224138,12.84577058723465,93.31979279806168,8.72739087638579,-0.4855990402224138,8.72739087638579,15.865500114528592
-0.00014156092799877396,6.399912096383427e-05,1.2280243503887123e-05,200.65528069472876,0.3111688371518948,0.06367925526750359,0.3111688371518948,198.25126944166627,-0.6301711362184824,0.06367925526750359,-0.6301711362184824,198.156138578125,70.11299780488366,12.838785008112776,-0.4803123446303034,12.838785008112776,93.30161861276395,8.730630691070653,-0.4803123446303034,8.730630691070653,15.864844390483983
-0.0001498059605332669,6.7914823115195e-05,1.304027068918523e-05,200.67462395892522,0.3202200535605847,0.06549876266058245,0.3202200535605847,198.19977879953532,-0.6485077772528102,0.06549876266058245,-0.6485077772528102,198.10303862169408,70.1064415615361,12.83179303312183,-0.4750205216831015,12.83179303312183,93.28342668702189,8.73387281044082,-0.4750205216831015,8.73387281044082,15.864189671361443
-0.00015827238486920692,7.195225369270808e-05,1.3824705558010408e-05,200.6939712548475,0.3292654005169162,0.0673151989530744,0.3292654005169162,198.14828489466277,-0.6668329704800766,0.0673151989530744,-0.6668329704800766,198.05000378727212,70.09987791223264,12.824794664309094,-0.4697235717914538,12.824794664309094,93.26521702074372,8.737117231877518,-0.4697235717914538,8.737117231877518,15.863535963032612
-0.00016695923077625352,7.611186632745186e-05,1.4633685194026524e-05,200.71332258365968,0.33830486887188416,0.06912856261948284,0.33830486887188416,198.09678772846684,-0.6851467038920178,0.06912856261948284,-0.6851467038920178,197.9970341137069,70.09330685347395,12.81778990374738,-0.46442149538239724,12.81778990374738,93.24698961388503,8.740363952750585,-0.46442149538239724,8.740363952750585,15.862883271382756
-0.00017586552976878167,8.03941138106105e-05,1.5467346937192428e-05,200.7326779465218,0.34733844946929104,0.07093885214065157,0.34733844946929104,198.04528730236834,-0.7034489654862565,0.07093885214065157,-0.7034489654862565,197.9441296397325,70.08672838177122,12.810778753534976,-0.4591142928993512,12.810778753534976,93.2287444664486,8.743612970418472,-0.4591142928993512,8.743612970418472,15.862231602310732
-0.00018499031510754715,8.479944809193382e-05,1.632582838384522e-05,200.75203734458947,0.3563661331457548,0.07274606600378435,0.3563661331457548,197.9937836177912,-0.7217397432663487,0.07274606600378435,-0.7217397432663487,197.8912904039691,70.08014249364645,12.803761215795728,-0.4538019648021689,12.803761215795728,93.21048157848446,8.746864282228236,-0.4538019648021689,8.746864282228236,15.861580961729016
-0.00019433262180068578,8.932832027818593e-05,1.720926738672801e-05,200.77140077901424,0.36538791073071747,0.07455020270246472,0.36538791073071747,197.9422766761623,-0.7400190252418316,0.07455020270246472,-0.7400190252418316,197.83851644492265,70.07354918563249,12.796737292679127,-0.4484845115671728,12.796737292679127,93.19220095009025,8.750117885515552,-0.4484845115671728,8.750117885515552,15.860931355563721
-0.0002038914866053787,9.398118063158207e-05,1.8117802054989918e-05,200.79076825094313,0.37440377304645317,0.07635126073667559,0.37440377304645317,197.8907664789114,-0.7582867994282705,0.07635126073667559,-0.7582867994282705,197.78580780098432,70.06694845427288,12.789706986360295,-0.44316193368717693,12.789706986360295,93.17390258141096,8.753373777604693,-0.44316193368717693,8.753373777604693,15.860282789754587
-0.00021366594802896266,9.87584785682142e-05,1.9051570754241576e-05,200.81013976151894,0.38341371090807697,0.07814923861281887,0.38341371090807697,197.83925302747122,-0.7765430538473065,0.07814923861281887,-0.7765430538473065,197.7331645104303,70.06034029612212,12.782670299040076,-0.4378342316715224,12.782670299040076,93.15558647263916,8.75663195580855,-0.4378342316715224,8.75663195580855,15.859635270254989
-0.00022365504633048428,0.00010366066265646484,2.0010712106582895e-05,200.8295153118801,0.3924177151235526,0.07994413484373526,0.3924177151235526,197.78773632327753,-0.7947877765267044,0.07994413484373526,-0.7947877765267044,197.68058661142135,70.05372470774556,12.775627232945064,-0.4325014060461081,12.775627232945064,93.13725262401509,8.759892417428617,-0.4325014060461081,8.759892417428617,15.85898880303196
-0.0002338578235219213,0.00010868818061540958,2.099536499060306e-05,200.84889490316067,0.4014157764937013,0.0817359479487238,0.4014157764937013,197.73621636776903,-0.8130209555003997,0.0817359479487238,-0.8130209555003997,197.62807414200245,70.04710168571934,12.768577790327646,-0.4271634573534193,12.768577790327646,93.11890103582668,8.763155159754998,-0.4271634573534193,8.763155159754998,15.858343394066173
-0.00024427332336962593,0.00011384147931320819,2.2005668541366652e-05,200.86827853649032,0.4104078858122105,0.08352467645356168,0.4104078858122105,197.68469316238753,-0.8312425788085466,0.08352467645356168,-0.8312425788085466,197.57562714010245,70.04047122663071,12.761521973466065,-0.42182038615256634,12.761521973466065,93.1005317084097,8.766420180066408,-0.42182038615256634,8.766420180066408,15.85769904935197
-0.000254900591395657,0.0001191210047654839,2.304176215045528e-05,200.88766621299442,0.4193940338656418,0.08531031889052379,0.4193940338656418,197.6331667085778,-0.8494526344975654,0.08531031889052379,-0.8494526344975654,197.52324564353367,70.03383332707762,12.754459784664428,-0.4164721930192969,12.754459784664428,93.08214464214758,8.76968747563017,-0.4164721930192969,8.76968747563017,15.85705577489734
-0.0002657386748792234,0.00012452720213369163,2.4103785465925953e-05,200.907057933794,0.42837421143344023,0.08709287379840255,0.42837421143344023,197.58163700778775,-0.8676511106201907,0.08709287379840255,-0.8676511106201907,197.47092968999155,70.0271879836693,12.747391226252846,-0.4111188785460656,12.747391226252846,93.06373983747191,8.772957043702208,-0.4111188785460656,8.772957043702208,15.856413576723979
-0.00027678662285801625,0.00013006051572347444,2.5191878392311073e-05,200.92645370000542,0.43734840928794205,0.08887233972252752,0.43734840928794205,197.5301040614683,-0.8858379952355186,0.08887233972252752,-0.8858379952355186,197.4186793170544,70.02053519302568,12.740316300587338,-0.4057604433420174,12.740316300587338,93.04531729486197,8.77622888152706,-0.4057604433420174,8.77622888152706,15.855772460867213
-0.0002880434861298742,0.0001357213889830088,2.6306181090604563e-05,200.9458535127409,0.4463166181943843,0.09064871521478511,0.4463166181943843,197.47856787107347,-0.9040132764090549,0.09064871521478511,-0.9040132764090549,197.36649456218285,70.01387495177795,12.733235010050006,-0.4003968880330492,12.733235010050006,93.0268770148454,8.779502986337887,-0.4003968880330492,8.779502986337887,15.855132433376093
-0.00029950831725400473,0.00014151026450133822,2.744683397823411e-05,200.96525737310816,0.45527882891091315,0.09242199883363825,0.45527882891091315,197.42702843806052,-0.9221769422127626,0.09242199883363825,-0.9221769422127626,197.31437546271957,70.00720725656828,12.72614735704901,-0.3950282132618296,12.72614735704901,93.00841899799771,8.78277935535644,-0.3950282132618296,8.78277935535644,15.854493500313339
-0.0003111801705523165,0.00014742758400669554,2.8613977729005646e-05,200.98466528221033,0.4642350321885923,0.09419218914414618,0.4642350321885923,197.37548576388963,-0.9403289807251101,0.09419218914414618,-0.9403289807251101,197.26232205588894,70.00053210404987,12.719053344018635,-0.38965441968783676,12.719053344018635,92.9899432449427,8.786057985793091,-0.38965441968783676,8.786057985793091,15.853855667755367
-0.00032305810211108454,0.00015347378836481375,2.9807753273103366e-05,201.00407724114615,0.47318521877141245,0.09595928471798405,0.47318521877141245,197.32393985002432,-0.958469380031119,0.09595928471798405,-0.958469380031119,197.21033437879663,69.99384949088719,12.711952973419343,-0.3842755079873821,12.711952973419343,92.97144975635248,8.789338874846834,-0.3842755079873821,8.789338874846834,15.853218941792314
-0.0003351411697822826,0.00015964931757722544,3.102830179700644e-05,201.02349325101005,0.4821293793962997,0.0977232841334627,0.4821293793962997,197.2723906979312,-0.9765981282224121,0.0977232841334627,-0.9765981282224121,197.15841246842922,69.98715941375565,12.704846247737807,-0.3788914788536457,12.704846247737807,92.9529385329473,8.792622019705252,-0.3788914788536457,8.792622019705252,15.85258332852799
-0.00034742843318502636,0.000165954610779551,3.227576474346128e-05,201.0429133128917,0.49106750479312494,0.09948418597554835,0.49106750479312494,197.22083830908,-0.9947152133972617,0.09948418597554835,-0.9947152133972617,197.10655636165393,69.98046186934204,12.697733169486966,-0.3735023329967017,12.697733169486966,92.93440957549609,8.795907417544573,-0.3735023329967017,8.795907417544573,15.851948834079957
-0.0003599189537072389,0.00017239010623977508,3.355028381139824e-05,201.0623374278764,0.49999958568471226,0.10124198883588227,0.49999958568471226,197.16928268494385,-1.012820623660637,0.10124198883588227,-1.012820623660637,197.05476609521816,69.97375685434409,12.690613741206056,-0.3681080711435578,12.690613741206056,92.91586288481585,8.799195065529608,-0.3681080711435578,8.799195065529608,15.851315464579459
-0.0003726117945068719,0.00017895624135651209,3.485200095589003e-05,201.081765597045,0.5089256127868483,0.10299669131280055,0.5089256127868483,197.1177238269989,-1.0309143471242526,0.10299669131280055,-1.0309143471242526,197.00304170574915,69.96704436547104,12.683487965460673,-0.36270869403816897,12.683487965460673,92.89729846177248,8.80248496081382,-0.36270869403816897,8.80248496081382,15.850683226171498
-0.00038550602051357075,0.00018565345265726,3.618105838805452e-05,201.1011978214737,0.5178455768082914,0.10474829201135377,0.5178455768082914,197.0661617367247,-1.0489963719066169,0.10474829201135377,-1.0489963719066169,196.95138322975362,69.96032439944322,12.67635584484283,-0.3573042024415,12.67635584484283,92.87871630728027,8.80577710053926,-0.3573042024415,8.80577710053926,15.850052125014782
-0.00039860069843011825,0.00019248217579664306,3.75375985749854e-05,201.12063410223425,0.5267594684507803,0.10649678954332673,0.5267594684507803,197.01459641560396,-1.06706668613308,0.10649678954332673,-1.06706668613308,196.8997907036175,69.95359695299221,12.669217381970956,-0.35189459713151766,12.669217381970956,92.86011642230216,8.809071481836616,-0.35189459713151766,8.809071481836616,15.849422167281759
-0.0004118948967339886,0.00019944284555464307,3.892176423965499e-05,201.14007444039368,0.5356672784090435,0.10824218252725816,0.5356672784090435,196.96302786512277,-1.0851252779358822,0.10824218252725816,-1.0851252779358822,196.84826416360536,69.94686202286096,12.662072579489982,-0.3464798789032423,12.662072579489982,92.84149880784986,8.812368101825193,-0.3464798789032423,8.812368101825193,15.848793359158623
-0.0004253876856786798,0.00020653589583481926,4.033369836084488e-05,201.1595188370147,0.5445689973708089,0.10998446958846049,0.5445689973708089,196.9114560867704,-1.103172135454201,0.10998446958846049,-1.103172135454201,196.79680364586022,69.94011960580373,12.65492144007138,-0.34106004856877686,12.65492144007138,92.82286346498391,8.815666957612928,-0.34106004856877686,8.815666957612928,15.848165706845318
-0.00043907813729548995,0.00021376175966251725,4.177354417300716e-05,201.17896729315515,0.5534646160168124,0.11172364935903946,0.5534646160168124,196.85988108203946,-1.1212072468342018,0.11172364935903946,-1.1212072468342018,196.74540918640312,69.93336969858619,12.6477639664132,-0.33563510695733373,12.6477639664132,92.80421039481367,8.818968046296376,-0.33563510695733373,8.818968046296376,15.847539216555527
-0.0004529653253949606,0.000221120869183066,4.3241445166167236e-05,201.19841980986854,0.5623541250208074,0.11345972047791392,0.5623541250208074,196.80830285242612,-1.1392306002290842,0.11345972047791392,-1.1392306002290842,196.6940808211328,69.92661229798526,12.640600161240105,-0.33020505491526525,12.640600161240105,92.78553959849728,8.82227136496072,-0.33020505491526525,8.82227136496072,15.846913894516687
-0.000467048325568431,0.0002286136556599644,4.4737545085826724e-05,201.2178763882035,0.5712375150495742,0.11519268159083552,0.5712375150495742,196.75672139942964,-1.157242183799131,0.11519268159083552,-1.157242183799131,196.64281858582518,69.91984740078942,12.633430027303445,-0.3247698933060927,12.633430027303445,92.76685107724208,8.825576910679779,-0.3247698933060927,8.825576910679779,15.846289746970008
-0.0004813262151894815,0.00023624054947305582,4.6261987932824655e-05,201.2373370292042,0.5801147767629298,0.11692253135040846,0.5801147767629298,196.70513672455283,-1.1752419857117569,0.11692253135040846,-1.1752419857117569,196.59162251613327,69.91307500379854,12.626253567381294,-0.3193296230105438,12.626253567381294,92.7481448323044,8.828884680516007,-0.3193296230105438,8.828884680516007,15.845666780170466
-0.0004957980734155987,0.00024400198011669192,4.78149179631987e-05,201.2568017339102,0.5889859008137364,0.11864926841610915,0.5889859008137364,196.6535488293018,-1.193229994141557,0.11864926841610915,-1.193229994141557,196.5404926475866,69.9062951038239,12.619070784278454,-0.313884244926571,12.619070784278454,92.72942086498959,8.832194671520485,-0.313884244926571,8.832194671520485,15.845045000386794
-0.0005104629811897299,0.0002518983761978851,4.939647968804639e-05,201.27627050335627,0.5978508778479118,0.12037289145430598,0.5978508778479118,196.60195771518613,-1.2112061972703545,0.12037289145430598,-1.2112061972703545,196.48942901559084,69.8995076976883,12.611881680826567,-0.30843375996938516,12.611881680826567,92.71067917665222,8.835506880732943,-0.30843375996938516,8.835506880732943,15.844424413901512
-0.0005253200212419484,0.0002599301654344497,5.100681787340022e-05,201.2957433385726,0.6067096985044385,0.12209339913827899,0.6067096985044385,196.5503633837189,-1.2291705832872504,0.12209339913827899,-1.2291705832872504,196.4384316554276,69.89271278222608,12.604686259884106,-0.3029781690715016,12.604686259884106,92.69191976869614,8.838821305181737,-0.3029781690715016,8.838821305181737,15.843805027010912
-0.0005403682780908969,0.000268097774653132,5.264607754004724e-05,201.3152202405846,0.6155623534153732,0.12381079014823966,0.6155623534153732,196.49876583641648,-1.2471231403886716,0.12381079014823966,-1.2471231403886716,196.38750060225388,69.88591035428314,12.597484524336455,-0.2975174731827438,12.597484524336455,92.6731426425745,8.842137941883887,-0.2975174731827438,8.842137941883887,15.843186846025077
-0.0005556068380453416,0.00027640162978772947,5.431440396339027e-05,201.33470121041313,0.624408833205857,0.12552506317135056,0.624408833205857,196.4471650747989,-1.2650638567784185,0.12552506317135056,-1.2650638567784185,196.33663589110188,69.8791004107169,12.590276477095923,-0.2920516732702866,12.590276477095923,92.65434779978973,8.845456787845047,-0.2920516732702866,8.845456787845047,15.842569877267872
-0.0005710347892061707,0.000284842155877198,5.601194267326748e-05,201.35418624907422,0.6332491284941244,0.1272362169017451,0.6332491284941244,196.39556110038964,-1.2829927206677159,0.1272362169017451,-1.2829927206677159,196.28583755687853,69.8722829483964,12.583062121101813,-0.2865807703186839,12.583062121101813,92.63553524189383,8.84877784005953,-0.2865807703186839,8.84877784005953,15.841954127076963
-0.0005866512214675046,0.00029341977706374907,5.7738839453772006e-05,201.37367535757926,0.6420832298915132,0.12894425004054724,0.6420832298915132,196.3439539147156,-1.3009097202752593,0.12894425004054724,-1.3009097202752593,196.23510563436517,69.8654579642023,12.575841459320452,-0.28110476532990647,12.575841459320452,92.61670497048816,8.852101095510292,-0.28110476532990647,8.852101095510292,15.841339601803806
-0.0006024552265185834,0.00030213491659093495,5.949524034307152e-05,201.39316853693475,0.6509111280024747,0.13064916129589116,0.6509111280024747,196.29234351930737,-1.318814843827265,0.13064916129589116,-1.318814843827265,196.18444015821711,69.85862545502694,12.568614494745246,-0.27562365932335403,12.568614494745246,92.59785698722371,8.85542655116896,-0.27562365932335403,8.85542655116896,15.840726307813666
